EmployeeID,Age,Department,Gender,MaritalStatus,DistanceFromHome,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,PerformanceRating,Attrition
1347,42.0,Research & Development,Male,Single,2.0,6098.0,1.1,Yes,4,3,Yes
1348,34.0,Sales,Female,Married,1.0,7073.0,2.1,Yes,3,3,No
1349,43.0,Research & Development,Male,Divorced,6.0,4772.0,2.0,No,3,4,No
1350,34.0,Research & Development,Female,Single,5.0,10125.0,19.2,No,1,3,No
1351,48.0,Research & Development,Male,Divorced,1.0,8336.0,9.7,No,1,3,No
1352,40.0,Research & Development,Female,Married,7.0,8485.0,6.0,No,3,4,No
1353,36.0,Research & Development,Male,Married,4.0,8286.0,6.5,No,3,3,No
1354,41.0,Sales,Female,Married,,7372.0,4.1,No,3,4,No
1355,23.0,Sales,Male,Married,11.0,10020.0,14.7,No,2,4,No
1356,27.0,Research & Development,Male,Divorced,1.0,,3.4,Yes,4,4,Yes
1357,26.0,Sales,Male,Divorced,1.0,6801.0,2.4,No,4,3,No
1358,38.0,Research & Development,Male,Married,9.0,7500.0,0.9,No,4,3,Yes
1359,,Human Resources,Female,Single,6.0,10498.0,7.7,No,3,3,No
1360,,Research & Development,Male,Married,7.0,12163.0,6.6,No,4,3,No
1361,43.0,Research & Development,Female,Divorced,11.0,3855.0,2.4,No,4,3,No
1362,42.0,Research & Development,Male,Single,10.0,4628.0,0.1,No,3,3,No
1363,21.0,Research & Development,Male,Married,19.0,4942.0,9.1,Yes,2,3,No
1364,32.0,Research & Development,Male,Married,5.0,5297.0,0.1,No,4,3,No
1365,30.0,Human Resources,Male,Married,4.0,4500.0,6.1,No,3,3,No
1366,31.0,Research & Development,Female,Single,3.0,11356.0,17.6,No,3,3,No
1367,35.0,Human Resources,Male,Married,1.0,7611.0,2.9,Yes,2,3,Yes
1368,33.0,Human Resources,Male,Divorced,5.0,5798.0,1.3,Yes,1,3,No
1369,19.0,Sales,Female,Single,,5181.0,6.1,Yes,4,3,Yes
1370,44.0,Sales,Female,Single,15.0,7113.0,8.5,No,3,3,No
1371,27.0,Sales,Male,Divorced,5.0,3710.0,4.0,No,3,3,No
1372,39.0,Sales,Male,Single,5.0,12879.0,17.1,Yes,2,3,No
1373,56.0,Sales,Female,Divorced,3.0,,0.3,No,3,3,No
1374,,Research & Development,Male,Married,1.0,4986.0,3.5,No,3,3,No
1375,18.0,Sales,Male,Single,1.0,4078.0,6.3,No,2,3,No
1376,34.0,Sales,Male,Divorced,3.0,4846.0,9.9,No,4,4,No
1377,,Research & Development,Female,Married,1.0,4724.0,1.0,No,1,3,No
1378,55.0,Sales,Female,Married,6.0,12607.0,8.0,No,3,3,No
1379,26.0,Research & Development,Male,Married,13.0,,4.0,No,4,3,No
1380,41.0,Sales,Male,,13.0,6419.0,2.5,No,2,3,No
1381,33.0,Sales,Male,Single,6.0,6056.0,0.7,No,4,3,Yes
1382,,Research & Development,Female,Married,1.0,6278.0,10.0,No,4,3,No
1383,60.0,Research & Development,Male,Divorced,12.0,8132.0,0.9,No,4,3,No
1384,23.0,Research & Development,Male,Single,13.0,5172.0,1.9,No,1,3,No
1385,39.0,Research & Development,Female,Married,1.0,5634.0,1.7,Yes,2,3,Yes
1386,,Research & Development,Male,Single,8.0,13168.0,10.3,No,2,3,No
1387,47.0,Sales,Female,Married,2.0,5437.0,5.6,Yes,3,3,No
1388,38.0,Sales,Male,Single,10.0,9288.0,8.0,Yes,4,4,No
1389,,Research & Development,Male,Divorced,29.0,5371.0,1.4,No,4,3,No
1390,33.0,Research & Development,Male,Married,1.0,7173.0,4.9,No,4,3,No
1391,39.0,Human Resources,Female,Single,14.0,7152.0,4.2,Yes,4,3,No
1392,34.0,Research & Development,Female,,6.0,6435.0,8.9,No,4,3,No
1393,43.0,Research & Development,Female,Single,22.0,9973.0,11.8,No,2,3,Yes
1394,34.0,Research & Development,Male,Married,4.0,1668.0,0.1,Yes,2,3,No
1395,40.0,Sales,Female,Single,11.0,8005.0,5.6,No,4,3,No
1396,37.0,Human Resources,Male,,1.0,5332.0,0.3,No,2,3,No
1397,47.0,Research & Development,Male,Married,2.0,8338.0,4.0,No,1,3,Yes
1398,37.0,Research & Development,Female,Single,1.0,6962.0,1.7,Yes,3,3,No
1399,21.0,Research & Development,Male,Married,22.0,4041.0,1.8,No,4,4,No
1400,48.0,Research & Development,Male,,10.0,7092.0,2.2,No,1,3,Yes
1401,29.0,Sales,Male,Single,11.0,4213.0,4.9,No,4,3,No
1402,31.0,Human Resources,Male,Single,17.0,3692.0,2.0,Yes,4,3,No
1403,32.0,Research & Development,Male,Single,1.0,8270.0,6.6,No,3,3,No
1404,49.0,Research & Development,Female,Married,3.0,9285.0,2.6,Yes,1,4,No
1405,18.0,Sales,Male,Married,1.0,2283.0,0.4,No,2,3,No
1406,60.0,Research & Development,Female,,1.0,10304.0,7.7,Yes,4,3,No
1407,47.0,Research & Development,Female,Divorced,2.0,,1.7,No,4,3,No
1408,39.0,Sales,Male,Married,4.0,7759.0,2.8,No,4,3,No
1409,37.0,Human Resources,Male,Married,2.0,7808.0,5.8,No,3,3,No
1410,40.0,Sales,Male,Divorced,1.0,8752.0,2.0,Yes,2,3,No
1411,42.0,Sales,Female,,1.0,4168.0,0.3,No,2,3,No
1412,43.0,Human Resources,Male,Single,1.0,5738.0,2.3,No,4,4,Yes
1413,42.0,Human Resources,Female,Single,22.0,10802.0,14.5,No,2,3,No
1414,38.0,Research & Development,Male,Single,9.0,7655.0,5.1,No,3,3,No
1415,35.0,Research & Development,Female,Married,21.0,6176.0,5.6,No,3,3,No
1416,36.0,Research & Development,Male,Divorced,3.0,18599.58010888734,5.0,No,1,3,No
1417,35.0,Sales,Male,Single,2.0,6247.0,1.1,No,2,3,No
1418,47.0,Sales,Female,Single,10.0,8007.0,2.7,No,3,3,No
1419,42.0,Research & Development,Female,Married,2.0,6456.0,7.0,No,2,3,Yes
1420,18.0,Research & Development,Male,,2.0,,0.5,No,2,3,No
1421,43.0,Research & Development,Female,Single,2.0,7815.0,1.6,No,4,4,No
1422,39.0,Research & Development,Male,Married,1.0,5781.0,1.6,Yes,4,3,No
1423,37.0,Sales,Female,Single,2.0,5879.0,2.8,No,2,3,No
1424,34.0,Research & Development,Female,Single,3.0,12146.0,19.7,No,4,3,No
1425,47.0,Sales,Male,Divorced,7.0,4792.0,0.3,No,3,4,No
1426,46.0,Research & Development,Male,Divorced,1.0,7200.0,3.7,Yes,3,3,No
1427,30.0,Research & Development,Male,Single,1.0,1061.0,1.0,No,4,3,No
1428,41.0,Research & Development,Male,Divorced,10.0,12735.0,17.6,No,4,3,No
1429,28.0,Research & Development,Female,Married,1.0,1568.0,0.6,No,4,4,No
1430,25.0,Sales,Male,Divorced,3.0,6505.0,2.6,Yes,2,4,Yes
1431,31.0,Sales,Male,Married,12.0,25524.612122784285,6.7,No,1,3,No
1432,45.0,Research & Development,Female,,1.0,7557.0,6.1,No,4,3,No
1433,46.0,Research & Development,Female,Married,1.0,5863.0,2.7,No,3,3,No
1434,42.0,Sales,Male,Married,4.0,5683.0,2.1,No,2,3,No
1435,44.0,Sales,Male,Single,2.0,8623.0,2.5,No,4,3,No
1436,42.0,Research & Development,Male,,5.0,2173.0,1.5,No,4,3,No
1437,31.0,Sales,Male,Single,10.0,6360.0,1.1,Yes,4,4,No
1438,41.0,Research & Development,Female,Married,1.0,6922.0,3.3,No,2,3,No
1439,44.0,Research & Development,Male,Single,5.0,4369.0,1.6,No,4,3,No
1440,44.0,,Female,Married,4.0,4602.0,1.7,Yes,1,3,No
1441,48.0,Sales,Male,Divorced,1.0,10470.0,5.3,Yes,1,3,No
1442,43.0,Human Resources,Female,Single,6.0,10137.0,17.3,No,3,3,No
1443,40.0,Research & Development,Female,Married,2.0,5020.0,4.6,No,1,3,No
1444,47.0,Research & Development,Female,Married,4.0,37619.369687430815,0.4,No,3,3,No
1445,37.0,Research & Development,Male,Divorced,1.0,5428.0,0.4,No,4,4,No
1446,29.0,Human Resources,Male,Single,4.0,7698.0,15.1,No,3,3,No
1447,36.0,Human Resources,Male,Married,2.0,5615.0,1.8,No,2,3,No
1448,,Research & Development,Female,Divorced,10.0,2576.0,0.5,Yes,2,3,No
1449,31.0,Research & Development,Female,Divorced,1.0,7321.0,4.6,No,3,3,No
1450,36.0,Sales,Female,Married,3.0,7967.0,4.9,No,3,3,No
1451,,Research & Development,Female,Married,4.0,6558.0,5.2,Yes,4,3,No
1452,34.0,Research & Development,Female,Married,8.0,5522.0,1.6,Yes,4,3,No
1453,20.0,Research & Development,Male,Divorced,5.0,5417.0,0.1,No,3,3,No
1454,39.0,Human Resources,Female,Married,,10900.0,16.8,No,4,3,No
1455,37.0,Sales,Male,Single,9.0,3497.0,1.4,No,1,3,Yes
1456,30.0,Research & Development,Male,Divorced,12.0,6574.0,5.6,No,2,3,No
1457,43.0,Sales,Male,Married,2.0,10764.0,6.1,No,4,4,No
1458,45.0,Research & Development,Male,Married,5.0,5863.0,4.7,No,3,3,No
1459,23.0,Sales,Male,Single,11.0,12603.695193646085,1.9,No,4,3,No
1460,30.0,Sales,Female,Married,27.0,5125.0,1.6,No,3,4,No
1461,30.0,Sales,Male,Married,13.0,5469.0,4.6,Yes,4,3,Yes
1462,29.0,Research & Development,Female,Married,3.0,5882.0,10.1,No,3,3,No
1463,44.0,Research & Development,Male,Single,1.0,12448.0,14.7,No,3,4,No
1464,35.0,Research & Development,Male,Married,4.0,8230.0,0.6,No,3,3,No
1465,,Human Resources,Male,,8.0,5114.0,0.8,No,4,4,No
1466,19.0,Research & Development,Male,Single,4.0,6339.0,14.5,No,3,4,No
1467,43.0,Sales,Female,Divorced,4.0,5522.0,6.7,Yes,4,3,No
1468,26.0,Research & Development,Male,Married,11.0,7592.0,10.7,No,2,3,No
1469,38.0,Sales,Female,Divorced,3.0,6941.0,1.1,No,1,3,No
1470,39.0,Human Resources,Male,Married,12.0,7273.0,4.4,Yes,3,3,No
1471,49.0,Sales,Female,Married,3.0,8316.0,6.0,Yes,3,3,Yes
1472,25.0,Human Resources,Female,Married,2.0,,5.7,No,4,3,No
1473,18.0,Sales,Female,Divorced,4.0,1772.0,2.6,Yes,3,3,No
1474,,Research & Development,Male,Married,9.0,6307.0,0.1,No,4,3,No
1475,53.0,Research & Development,Male,Single,1.0,9611.0,4.4,No,3,3,No
1476,48.0,Human Resources,Male,Married,1.0,4306.0,1.5,No,3,3,No
1477,39.0,Sales,Female,Married,18.0,8455.0,3.0,Yes,4,3,No
1478,33.0,Research & Development,Male,,1.0,10691.0,15.8,No,2,3,No
1479,,Human Resources,Male,Married,5.0,8594.0,2.5,No,3,4,No
1480,28.0,Research & Development,Female,Married,5.0,22953.108259113233,9.2,No,4,4,No
1481,41.0,Research & Development,Male,Married,4.0,3561.0,1.0,Yes,4,3,No
1482,42.0,Research & Development,Female,Single,6.0,34643.619770538375,5.6,No,3,4,No
1483,47.0,Research & Development,Male,Married,2.0,13349.0,18.9,No,3,3,No
1484,60.0,Research & Development,Male,Single,5.0,10410.0,0.5,No,2,3,No
1485,41.0,Research & Development,Female,Single,3.0,6319.0,0.0,Yes,3,3,Yes
1486,32.0,Human Resources,Male,Married,7.0,4796.0,2.8,Yes,4,3,No
1487,37.0,Sales,Female,Married,1.0,3415.0,0.5,No,4,4,No
1488,21.0,Sales,Male,Married,5.0,7120.0,6.9,No,2,3,No
1489,31.0,Human Resources,Male,Married,1.0,6918.0,12.3,No,2,3,Yes
1490,33.0,Research & Development,Female,Married,2.0,7723.0,2.8,No,2,3,No
1491,32.0,Research & Development,Female,Single,1.0,4278.0,1.5,No,2,3,No
1492,38.0,Research & Development,Female,Married,1.0,8266.0,2.8,Yes,1,3,Yes
1493,30.0,,Male,Single,10.0,7198.0,6.4,No,3,3,No
1494,47.0,Sales,Female,Single,2.0,5775.0,0.0,Yes,1,3,Yes
1495,37.0,Research & Development,Male,Married,16.0,,4.5,No,2,3,No
1496,37.0,Research & Development,Male,Married,21.0,5949.0,4.8,No,3,3,No
1497,34.0,Research & Development,Female,Married,5.0,,5.1,No,2,3,No
1498,38.0,Sales,Male,Married,1.0,,1.4,Yes,1,3,No
1499,44.0,Human Resources,Female,Married,3.0,6934.0,6.3,Yes,2,3,Yes
1500,29.0,Human Resources,Male,Divorced,10.0,3747.0,0.5,No,2,3,No
